Ticker,Date,Sentiment_Weighted,Sentiment_MA,Tweets,Tweets_MA,Adj Close,Percent_Change,Percent_Change_Bin
aal,2016-03-11,0.5454545454545454,0.5454545454545454,33,33.0,40.69700241088867,0.28258021882228146,1
aal,2016-03-14,0.8947368421052632,0.6888180046074783,19,25.0,40.81200408935547,-1.1270423424624254,0
aal,2016-03-15,0.3333333333333333,0.6517809675704412,45,25.0,40.35203552246094,0.47495548326326187,1
aal,2016-03-16,0.4,0.5426900584795321,85,49.666666666666664,40.5436897277832,-0.49634536522119577,0
aal,2016-03-17,0.6097560975609756,0.4476964769647697,41,57.0,40.34245300292969,3.1828942506154867,2
aal,2016-03-18,0.7049180327868853,0.571558043449287,61,62.333333333333336,41.62651062011719,0.06906986164034734,1
aal,2016-03-28,0.5666666666666667,0.625925925925926,30,26.0,39.20212936401367,1.0755305036109775,1
aal,2016-03-29,0.8620689655172413,0.679948914431673,87,45.0,39.62376022338867,0.0725609410336725,1
aal,2016-03-30,0.46153846153846156,0.6300913645741232,65,60.666666666666664,39.65251159667969,-0.8941603522113484,0
aal,2016-03-31,0.6097560975609756,0.6444545082055595,41,64.33333333333333,39.29795455932617,-3.6332465937979452,0
aal,2016-04-01,0.6666666666666666,0.5793204085887013,48,51.333333333333336,37.87016296386719,-0.379564270170063,0
aal,2016-04-04,0.32432432432432434,0.6534096508851067,37,71.33333333333333,37.72642135620117,-1.1176212150857179,0
aal,2016-04-05,0.452991452991453,0.6246966569547214,117,72.0,37.30478286743164,-0.07703064404387394,0
aal,2016-04-06,0.4605263157894737,0.41261403103508365,76,76.66666666666667,37.27604675292969,-1.3881935697523051,0
aal,2016-04-07,0.2878787878787879,0.40046551888657156,66,86.33333333333333,36.758583068847656,0.36497350260615846,1
aal,2016-04-08,0.43548387096774194,0.3946296582120012,62,68.0,36.89274215698242,0.5973915779523331,1
aal,2016-04-11,0.6944444444444444,0.31986531986531985,36,30.666666666666668,37.113136291503906,1.1877188434642694,1
aal,2016-04-12,0.41365461847389556,0.3971441320838911,249,99.0,37.55393600463867,1.9137615280918618,1
aal,2016-04-13,0.41350210970464135,0.5072003908743271,237,174.0,38.27262878417969,3.079615745733544,2
aal,2016-04-14,0.47530864197530864,0.4341551233846152,162,216.0,39.45127868652344,-0.6315367481228851,0
aal,2016-04-15,0.4507042253521127,0.4465049923440209,142,180.33333333333334,39.20212936401367,0.024453605924068533,1
aal,2016-04-18,0.5357142857142857,0.3619850187265918,28,50.666666666666664,39.21171569824219,1.0263820351866793,1
aal,2016-04-19,1.147887323943662,0.6659624413145541,142,68.33333333333333,39.61417770385742,-0.19350734003819037,0
aal,2016-04-20,1.1136363636363635,0.9324126577647704,44,71.33333333333333,39.53752136230469,-3.029565081811769,0
aal,2016-04-21,0.6621621621621622,0.9745619499140626,74,86.66666666666667,38.33970642089844,-4.498889809128359,0
aal,2016-04-22,0.48507462686567165,0.7536243842213991,134,84.0,36.614845275878906,-3.1666965676018455,0
aal,2016-04-25,0.40540540540540543,0.40215391447785825,37,141.33333333333334,35.45536422729492,-0.21624823778505498,0
aal,2016-04-26,0.3626373626373626,0.2976809226809228,91,53.333333333333336,35.378692626953125,-0.5687645617270531,0
aal,2016-04-27,0.6929824561403509,0.48700840806103973,114,80.66666666666667,35.17747116088867,-2.015797105111139,0
aal,2016-04-28,0.4918032786885246,0.5158076991554128,61,88.66666666666667,34.46836471557617,-3.5585166575823,0
aal,2016-04-29,0.6785714285714286,0.6211190544667681,112,95.66666666666667,33.24180221557617,-0.46255860733918075,0
aal,2016-05-02,0.7058823529411765,0.7633354417035633,17,50.0,33.08803939819336,0.4356437195974783,1
aal,2016-05-03,0.4307692307692308,0.7337225709142219,65,37.666666666666664,33.23218536376953,-3.9618070948473583,0
aal,2016-05-04,0.7850467289719626,0.6405661042274567,107,63.0,31.915590286254883,-1.2044730158637162,0
aal,2016-05-05,0.40217391304347827,0.5393299575948907,92,88.0,31.53117561340332,0.6705111848548828,1
aal,2016-05-06,0.6133333333333333,0.6001846584495915,75,91.33333333333333,31.742595672607422,-0.2724569532675303,0
aal,2016-05-09,0.6,0.8293650793650794,15,44.333333333333336,31.656110763549805,2.519750804351095,2
aal,2016-05-10,0.8032786885245902,0.9082357533177206,61,34.666666666666664,32.453765869140625,-2.694726807686343,0
aal,2016-05-11,0.4888888888888889,0.6307225258044931,90,55.333333333333336,31.579225540161133,-4.656116478923911,0
aal,2016-05-12,0.7037037037037037,0.665290427039061,54,68.33333333333333,30.10886001586914,0.5745258022538557,1
aal,2016-05-13,0.5112781954887218,0.5679569293604382,133,92.33333333333333,30.281843185424805,1.9359040115310755,1
aal,2016-05-16,0.5555555555555556,0.5617283950617286,27,46.666666666666664,30.868070602416992,1.6189378499766427,1
aal,2016-05-17,0.37681159420289856,0.47745571658615144,69,42.666666666666664,31.36780548095703,-0.09191424612441379,0
aal,2016-05-18,0.40229885057471265,0.4448886667777223,87,61.0,31.338973999023438,-1.4106138723195771,0
aal,2016-05-19,0.4411764705882353,0.4067623051219489,68,74.66666666666667,30.896902084350586,-0.43546233920565003,0
aal,2016-05-20,0.975609756097561,0.6063616924201697,41,65.33333333333333,30.762357711791992,-0.8747338147428119,0
aal,2016-05-23,-0.2727272727272727,0.21665393430099314,11,38.333333333333336,30.493268966674805,1.3236793933667723,1
aal,2016-05-24,0.13513513513513514,0.052175169822228695,37,27.333333333333332,30.896902084350586,0.062195677168941366,1
aal,2016-05-25,0.35294117647058826,0.0717830129594836,68,38.666666666666664,30.916118621826172,-2.0516011216025754,0
aal,2016-05-26,0.559322033898305,0.34913278183467616,59,54.666666666666664,30.281843185424805,0.44430707779159473,1
aal,2016-05-27,0.39622641509433965,0.4361632084877443,53,60.0,30.4163875579834,0.8214926656494148,1
aal,2016-05-31,0.5714285714285714,0.6775271512113618,21,20.333333333333332,30.666255950927734,0.12534558199273071,1
aal,2016-06-01,0.4318181818181818,0.5407647907647908,44,28.666666666666668,30.704694747924805,-0.8763703400332279,0
aal,2016-06-02,0.5625,0.5219155844155844,32,32.333333333333336,30.43560791015625,-2.715500083223543,0
aal,2016-06-03,0.45454545454545453,0.48295454545454547,33,36.333333333333336,29.609128952026367,1.4605657113817783,1
aal,2016-06-06,0.3448275862068966,0.6413270637408569,29,48.666666666666664,30.041589736938477,3.5188656574465016,2
aal,2016-06-07,0.5053763440860215,0.6052403905574094,93,50.333333333333336,31.098712921142578,0.4635232996264449,1
aal,2016-06-08,0.6064516129032258,0.48555184773204796,155,92.33333333333333,31.242862701416016,2.7376369773907117,2
aal,2016-06-09,0.4810126582278481,0.5309468717390318,79,109.0,32.09817886352539,-0.7784384880819561,0
aal,2016-06-10,0.5617977528089888,0.5497540079800208,89,107.66666666666667,31.84831428527832,-4.043457750350965,0
aal,2016-06-13,0.6818181818181818,0.697973242638255,22,74.0,30.5605411529541,-4.5282812790118925,0
aal,2016-06-14,0.46218487394957986,0.6824096207397915,119,57.333333333333336,29.176673889160156,0.4281890935335042,1
aal,2016-06-15,0.524822695035461,0.5562752502677408,141,94.0,29.301605224609375,-4.427703079190337,0
aal,2016-06-16,1.5294117647058822,0.838806444563641,17,92.33333333333333,28.00421714782715,0.6863582108358468,1
aapl,2016-04-04,0.42771084337349397,0.451869120316884,830,561.0,25.361148834228516,-1.1789076651936514,0
aapl,2016-04-05,0.8462104488594555,0.5833162298310745,2718,1280.0,25.062164306640625,1.047254020459376,1
aapl,2016-04-06,0.5606531881804043,0.6115248268044513,1286,1611.3333333333333,25.324628829956055,-2.1809542667204584,0
aapl,2016-04-07,0.5506829618979152,0.6525155329792584,1391,1798.3333333333333,24.772310256958008,0.11054198836217832,1
aapl,2016-04-08,0.5602977667493797,0.557211305609233,2015,1564.0,24.799694061279297,0.3312982390186514,1
aapl,2016-04-11,0.5062857142857143,0.4996999447539982,875,1228.0,24.881855010986328,1.3025269412072937,1
aapl,2016-04-12,0.4657328664332166,0.48503303137927806,1999,1243.6666666666667,25.205947875976562,1.4487737431571057,1
aapl,2016-04-13,0.4521978021978022,0.4747387943055777,1820,1564.6666666666667,25.571125030517578,0.053525739570425834,1
aapl,2016-04-14,0.42320441988950275,0.4470450295068405,1810,1876.3333333333333,25.58481216430664,-2.0071329473132504,0
aapl,2016-04-15,0.5149625935162094,0.4634549385345048,1604,1744.6666666666667,25.071290969848633,-2.157482891994167,0
aapl,2016-04-18,0.9350104821802935,0.60832009038206,1908,1850.0,24.53038215637207,-0.5303248545892814,0
aapl,2016-04-19,0.4338543652306519,0.6027632995818826,2623,1835.0,24.400291442871094,0.2057488677206898,1
aapl,2016-04-20,0.5780212483399735,0.648962031916973,3012,2514.3333333333335,24.45049476623535,-1.0827748373306356,0
aapl,2016-04-21,0.49521640091116176,0.5023640048272624,2195,2610.0,24.18575096130371,-0.27367651188666686,0
aapl,2016-04-22,0.43972246313963576,0.5043200374635903,2306,2504.3333333333335,24.11956024169922,-0.56773915598759,0
aapl,2016-04-25,0.44119968429360695,0.4262322247880526,1267,1432.6666666666667,23.982624053955078,-0.6947063426002709,0
